source_record_id,billing_account_id,invoice_month,usage_start_time,usage_end_time,project_id,project_name,service_description,sku_description,resource_name,location,usage_amount,usage_unit,list_cost,cost,currency,currency_conversion_rate,credits,cost_type,labels,is_deliberate_anomaly,data_quality_scenario
gcp-2026-04-20-finops-data-2001-03-01,000000-111111-222222,202604,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-01,us-central1,137.4375,GiBy-month,3.5734,3.2985,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-20-finops-data-2001-03-02,000000-111111-222222,202604,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-02,us-central1,135.0083,GiBy-month,3.5102,3.2402,USD,1.0,[],regular,{},False,untagged
gcp-2026-04-20-finops-data-2001-04-01,000000-111111-222222,202604,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-01,us-central1,171.9761,vCPU-hours,14.2052,12.7262,USD,1.0,"[{""amount"":-1.0181,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-20-finops-data-2001-04-02,000000-111111-222222,202604,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-02,us-central1,177.1284,vCPU-hours,14.6308,13.1075,USD,1.0,"[{""amount"":-1.0486,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-20-finops-data-2001-05-01,000000-111111-222222,202604,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-01,us-central1,128.7683,GiBy,64.3841,59.2334,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-04-20-finops-data-2001-05-02,000000-111111-222222,202604,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-02,us-central1,141.1319,GiBy,70.5659,64.9207,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-04-21-finops-prod-1001-01-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-01,us-central1,1395.2051,vCPU-hours,44.1038,39.7633,USD,1.0,"[{""amount"":-3.9763,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-21-finops-prod-1001-01-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-02,us-central1,1452.5739,vCPU-hours,45.9173,41.3984,USD,1.0,"[{""amount"":-4.1398,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-21-finops-prod-1001-02-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-01,us-central1,12.7187,TiBy,79.4919,79.4919,USD,1.0,"[{""amount"":-3.9746,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-21-finops-prod-1001-02-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-02,us-central1,11.9128,TiBy,74.4553,74.4553,USD,1.0,"[{""amount"":-3.7228,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-21-finops-prod-1001-03-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-01,us-central1,309.1359,GiBy-month,8.0375,7.4193,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-21-finops-prod-1001-03-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-02,us-central1,348.9052,GiBy-month,9.0715,8.3737,USD,1.0,[],regular,{},False,untagged
gcp-2026-04-21-finops-prod-1001-04-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-01,us-central1,443.1548,vCPU-hours,36.6046,32.7935,USD,1.0,"[{""amount"":-2.6235,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,{},False,untagged
gcp-2026-04-21-finops-prod-1001-04-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-02,us-central1,417.4923,vCPU-hours,34.4849,30.8944,USD,1.0,"[{""amount"":-2.4716,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-21-finops-prod-1001-05-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-01,us-central1,320.4924,GiBy,160.2462,147.4265,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-04-21-finops-prod-1001-05-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-02,us-central1,319.6951,GiBy,159.8476,147.0598,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-04-21-finops-data-2001-01-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-01,us-central1,711.1997,vCPU-hours,22.4817,20.2692,USD,1.0,"[{""amount"":-2.0269,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-21-finops-data-2001-01-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-02,us-central1,711.6154,vCPU-hours,22.4949,20.281,USD,1.0,"[{""amount"":-2.0281,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-21-finops-data-2001-02-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-01,us-central1,5.6566,TiBy,35.3539,35.3539,USD,1.0,"[{""amount"":-1.7677,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,{},False,untagged
gcp-2026-04-21-finops-data-2001-02-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-02,us-central1,5.3577,TiBy,33.4856,33.4856,USD,1.0,"[{""amount"":-1.6743,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-21-finops-data-2001-03-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-01,us-central1,144.6088,GiBy-month,3.7598,3.4706,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-21-finops-data-2001-03-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-02,us-central1,143.2174,GiBy-month,3.7237,3.4372,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-21-finops-data-2001-04-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-01,us-central1,181.8977,vCPU-hours,15.0248,13.4604,USD,1.0,"[{""amount"":-1.0768,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-21-finops-data-2001-04-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-02,us-central1,193.8824,vCPU-hours,16.0147,14.3473,USD,1.0,"[{""amount"":-1.1478,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,{},False,untagged
gcp-2026-04-21-finops-data-2001-05-01,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-01,us-central1,146.8104,GiBy,73.4052,67.5328,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-04-21-finops-data-2001-05-02,000000-111111-222222,202604,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-02,us-central1,128.3394,GiBy,64.1697,59.0361,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-04-22-finops-prod-1001-01-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-01,us-central1,1409.6171,vCPU-hours,44.5594,40.1741,USD,1.0,"[{""amount"":-4.0174,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-22-finops-prod-1001-01-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-02,us-central1,1609.0973,vCPU-hours,50.8652,45.8593,USD,1.0,"[{""amount"":-4.5859,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-22-finops-prod-1001-02-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-01,us-central1,11.071,TiBy,69.1939,69.1939,USD,1.0,"[{""amount"":-3.4597,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-22-finops-prod-1001-02-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-02,us-central1,11.5788,TiBy,72.3677,72.3677,USD,1.0,"[{""amount"":-3.6184,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-22-finops-prod-1001-03-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-01,us-central1,305.6704,GiBy-month,7.9474,7.3361,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-22-finops-prod-1001-03-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-02,us-central1,338.5052,GiBy-month,8.8011,8.1241,USD,1.0,[],regular,{},False,untagged
gcp-2026-04-22-finops-prod-1001-04-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-01,us-central1,381.5274,vCPU-hours,31.5142,28.233,USD,1.0,"[{""amount"":-2.2586,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-22-finops-prod-1001-04-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-02,us-central1,417.9227,vCPU-hours,34.5204,30.9263,USD,1.0,"[{""amount"":-2.4741,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-22-finops-prod-1001-05-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-01,us-central1,292.2839,GiBy,146.142,134.4506,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-04-22-finops-prod-1001-05-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-02,us-central1,279.4619,GiBy,139.731,128.5525,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-04-22-finops-data-2001-01-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-01,us-central1,691.0171,vCPU-hours,21.8437,19.694,USD,1.0,"[{""amount"":-1.9694,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-01-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-02,us-central1,742.0914,vCPU-hours,23.4583,21.1496,USD,1.0,"[{""amount"":-2.115,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-02-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-01,us-central1,4.9246,TiBy,30.7785,30.7785,USD,1.0,"[{""amount"":-1.5389,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-02-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-02,us-central1,5.6174,TiBy,35.109,35.109,USD,1.0,"[{""amount"":-1.7554,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-03-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-01,us-central1,133.2238,GiBy-month,3.4638,3.1974,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-03-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Storage,Standard Storage US Multi-region,bucket-2001-03-02,us-central1,157.8723,GiBy-month,4.1047,3.7889,USD,1.0,[],regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-04-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-01,us-central1,198.7032,vCPU-hours,16.4129,14.704,USD,1.0,"[{""amount"":-1.1763,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-04-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-2001-04-02,us-central1,186.6836,vCPU-hours,15.4201,13.8146,USD,1.0,"[{""amount"":-1.1052,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-22-finops-data-2001-05-01,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-01,us-central1,140.1097,GiBy,70.0549,64.4505,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-04-22-finops-data-2001-05-02,000000-111111-222222,202604,2026-04-22T00:00:00+00:00,2026-04-23T00:00:00+00:00,finops-data-2001,analytics-development,Cloud Logging,Log Storage,log-sink-2001-05-02,us-central1,125.1378,GiBy,62.5689,57.5634,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""development"",""team"":""platform""}",False,valid
gcp-2026-04-23-finops-prod-1001-01-01,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-01,us-central1,1495.5906,vCPU-hours,47.2771,42.6243,USD,1.0,"[{""amount"":-4.2624,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-01-02,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Compute Engine,N2 Instance Core running in Americas,instance-1001-01-02,us-central1,1438.4144,vCPU-hours,45.4697,40.9948,USD,1.0,"[{""amount"":-4.0995,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-02-01,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-01,us-central1,11.2555,TiBy,70.3466,70.3466,USD,1.0,"[{""amount"":-3.5173,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-02-02,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,BigQuery,Analysis in US,bq-job-1001-02-02,us-central1,11.6344,TiBy,72.715,72.715,USD,1.0,"[{""amount"":-3.6357,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-03-01,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-01,us-central1,305.6208,GiBy-month,7.9461,7.3349,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-03-02,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Storage,Standard Storage US Multi-region,bucket-1001-03-02,us-central1,346.5263,GiBy-month,9.0097,8.3166,USD,1.0,[],regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-04-01,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-01,us-central1,383.7856,vCPU-hours,31.7007,28.4001,USD,1.0,"[{""amount"":-2.272,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-04-02,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud SQL,Cloud SQL for PostgreSQL: Regional vCPU,cloudsql-1001-04-02,us-central1,402.8365,vCPU-hours,33.2743,29.8099,USD,1.0,"[{""amount"":-2.3848,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""storefront"",""cost_center"":""cc-3001"",""environment"":""production"",""team"":""commerce""}",False,valid
gcp-2026-04-23-finops-prod-1001-05-01,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-01,us-central1,292.0268,GiBy,146.0134,134.3323,USD,1.0,[],regular,{},False,untagged
gcp-2026-04-23-finops-prod-1001-05-02,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-prod-1001,customer-platform-prod,Cloud Logging,Log Storage,log-sink-1001-05-02,us-central1,308.2816,GiBy,154.1408,141.8095,USD,1.0,[],regular,"{""application"":""shared-logging"",""cost_center"":""cc-shared"",""environment"":""production"",""team"":""platform""}",False,valid
gcp-2026-04-23-finops-data-2001-01-01,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-01,us-central1,632.5471,vCPU-hours,19.9954,18.0276,USD,1.0,"[{""amount"":-1.8028,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,{},False,untagged
gcp-2026-04-23-finops-data-2001-01-02,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-data-2001,analytics-development,Compute Engine,N2 Instance Core running in Americas,instance-2001-01-02,us-central1,723.172,vCPU-hours,22.8602,20.6104,USD,1.0,"[{""amount"":-2.061,""name"":""Committed Usage Discount"",""type"":""COMMITTED_USAGE_DISCOUNT""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
gcp-2026-04-23-finops-data-2001-02-01,000000-111111-222222,202604,2026-04-23T00:00:00+00:00,2026-04-24T00:00:00+00:00,finops-data-2001,analytics-development,BigQuery,Analysis in US,bq-job-2001-02-01,us-central1,5.1179,TiBy,31.9868,31.9868,USD,1.0,"[{""amount"":-1.5993,""name"":""Promotion"",""type"":""PROMOTION""}]",regular,"{""application"":""lakehouse"",""cost_center"":""cc-4001"",""environment"":""development"",""team"":""data""}",False,valid
