source_record_id,bill_billing_period_start_date,bill_billing_period_end_date,line_item_usage_start_date,line_item_usage_end_date,bill_payer_account_id,line_item_usage_account_id,account_name,product_product_name,line_item_usage_type,line_item_operation,product_region,line_item_resource_id,line_item_usage_amount,pricing_unit,pricing_public_on_demand_rate,pricing_public_on_demand_cost,line_item_unblended_rate,line_item_unblended_cost,line_item_line_item_type,pricing_term,currency,team,application,environment,cost_center,resource_tags,is_deliberate_anomaly,data_quality_scenario
aws-2026-04-14-111111111111-02-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-1111-02-01,241.1021,GB-Mo,0.023,5.5453,0.0215,5.1837,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-14-111111111111-02-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-1111-02-02,255.0418,GB-Mo,0.023,5.866,0.0215,5.4834,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-14-111111111111-03-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-1111-03-01,195.2804,Hrs,0.192,37.4938,0.17,33.1977,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-14-111111111111-03-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-1111-03-02,199.8527,Hrs,0.192,38.3717,0.17,33.975,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-14-111111111111-04-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-1111-04-01,4557572.6237,GB-Seconds,1.66667e-05,75.9597,1.55e-05,70.6424,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-14-111111111111-04-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-1111-04-02,4679518.4741,GB-Seconds,1.66667e-05,77.9921,1.55e-05,72.5325,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-14-111111111111-05-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-1111-05-01,210.0505,GB,0.5,105.0253,0.46,96.6232,Usage,OnDemand,USD,Platform,Shared-Observability,production,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""production"",""team"":""Platform""}",False,valid
aws-2026-04-14-111111111111-05-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,111111111111,production-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-1111-05-02,236.1567,GB,0.5,118.0783,0.46,108.6321,Usage,OnDemand,USD,Platform,Shared-Observability,production,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""production"",""team"":""Platform""}",False,valid
aws-2026-04-14-222222222222-01-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-2222-01-01,446.8213,Hrs,0.096,42.8948,0.084,37.533,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-14-222222222222-01-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-2222-01-02,387.0803,Hrs,0.096,37.1597,0.084,32.5147,Usage,OnDemand,USD,,,,,{},False,untagged
aws-2026-04-14-222222222222-02-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-2222-02-01,87.5776,GB-Mo,0.023,2.0143,0.0215,1.8829,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-14-222222222222-02-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-2222-02-02,99.3387,GB-Mo,0.023,2.2848,0.0215,2.1358,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-14-222222222222-03-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-2222-03-01,87.6122,Hrs,0.192,16.8216,0.17,14.8941,Usage,OnDemand,USD,,,,,{},False,untagged
aws-2026-04-14-222222222222-03-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-2222-03-02,87.2023,Hrs,0.192,16.7428,0.17,14.8244,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-14-222222222222-04-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-2222-04-01,1610665.4569,GB-Seconds,1.66667e-05,26.8445,1.55e-05,24.9653,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-14-222222222222-04-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-2222-04-02,1872602.6337,GB-Seconds,1.66667e-05,31.2101,1.55e-05,29.0253,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-14-222222222222-05-01,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-2222-05-01,80.8685,GB,0.5,40.4342,0.46,37.1995,Usage,OnDemand,USD,Platform,Shared-Observability,development,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""development"",""team"":""Platform""}",False,valid
aws-2026-04-14-222222222222-05-02,2026-04-01,2026-05-01,2026-04-14T00:00:00+00:00,2026-04-15T00:00:00+00:00,999999999999,222222222222,development-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-2222-05-02,92.4461,GB,0.5,46.2231,0.46,42.5252,Usage,OnDemand,USD,Platform,Shared-Observability,development,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""development"",""team"":""Platform""}",False,valid
aws-2026-04-15-111111111111-01-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-1111-01-01,1064.5297,Hrs,0.096,102.1948,0.084,89.4205,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-01-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-1111-01-02,1081.2875,Hrs,0.096,103.8036,0.084,90.8282,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-02-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-1111-02-01,250.3601,GB-Mo,0.023,5.7583,0.0215,5.3827,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-02-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-1111-02-02,215.5392,GB-Mo,0.023,4.9574,0.0215,4.6341,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-03-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-1111-03-01,221.8573,Hrs,0.192,42.5966,0.17,37.7157,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-03-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-1111-03-02,224.9557,Hrs,0.192,43.1915,0.17,38.2425,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-04-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-1111-04-01,4710415.7736,GB-Seconds,1.66667e-05,78.5071,1.55e-05,73.0114,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-04-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-1111-04-02,4293074.1567,GB-Seconds,1.66667e-05,71.5514,1.55e-05,66.5426,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-15-111111111111-05-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-1111-05-01,226.7178,GB,0.5,113.3589,0.46,104.2902,Usage,OnDemand,USD,Platform,Shared-Observability,production,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""production"",""team"":""Platform""}",False,valid
aws-2026-04-15-111111111111-05-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,111111111111,production-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-1111-05-02,222.1009,GB,0.5,111.0504,0.46,102.1664,Usage,OnDemand,USD,Platform,Shared-Observability,production,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""production"",""team"":""Platform""}",False,valid
aws-2026-04-15-222222222222-01-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-2222-01-01,400.5452,Hrs,0.096,38.4523,0.084,33.6458,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-15-222222222222-01-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-2222-01-02,447.7814,Hrs,0.096,42.987,0.084,37.6136,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-15-222222222222-02-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-2222-02-01,97.9457,GB-Mo,0.023,2.2528,0.0215,2.1058,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-15-222222222222-02-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-2222-02-02,90.3577,GB-Mo,0.023,2.0782,0.0215,1.9427,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-15-222222222222-03-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-2222-03-01,81.967,Hrs,0.192,15.7377,0.17,13.9344,Usage,OnDemand,USD,,,,,{},False,untagged
aws-2026-04-15-222222222222-03-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-2222-03-02,89.896,Hrs,0.192,17.26,0.17,15.2823,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-15-222222222222-04-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-2222-04-01,1649241.9476,GB-Seconds,1.66667e-05,27.4874,1.55e-05,25.5633,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-15-222222222222-04-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-2222-04-02,1694118.5951,GB-Seconds,1.66667e-05,28.2354,1.55e-05,26.2588,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-15-222222222222-05-01,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-2222-05-01,91.0207,GB,0.5,45.5104,0.46,41.8695,Usage,OnDemand,USD,Platform,Shared-Observability,development,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""development"",""team"":""Platform""}",False,valid
aws-2026-04-15-222222222222-05-02,2026-04-01,2026-05-01,2026-04-15T00:00:00+00:00,2026-04-16T00:00:00+00:00,999999999999,222222222222,development-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-2222-05-02,78.9276,GB,0.5,39.4638,0.46,36.3067,Usage,OnDemand,USD,Platform,Shared-Observability,development,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""development"",""team"":""Platform""}",False,valid
aws-2026-04-16-111111111111-01-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-1111-01-01,990.4924,Hrs,0.096,95.0873,0.084,83.2014,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-01-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-1111-01-02,1077.5328,Hrs,0.096,103.4432,0.084,90.5128,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-02-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-1111-02-01,242.9205,GB-Mo,0.023,5.5872,0.0215,5.2228,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-02-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-1111-02-02,233.5704,GB-Mo,0.023,5.3721,0.0215,5.0218,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-03-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-1111-03-01,198.4199,Hrs,0.192,38.0966,0.17,33.7314,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-03-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-1111-03-02,224.2852,Hrs,0.192,43.0628,0.17,38.1285,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-04-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-1111-04-01,4573400.0268,GB-Seconds,1.66667e-05,76.2235,1.55e-05,70.8877,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-04-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-1111-04-02,4527829.738,GB-Seconds,1.66667e-05,75.464,1.55e-05,70.1814,Usage,OnDemand,USD,Payments,Checkout,production,CC-1001,"{""application"":""Checkout"",""cost_center"":""CC-1001"",""environment"":""production"",""team"":""Payments""}",False,valid
aws-2026-04-16-111111111111-05-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-1111-05-01,236.0671,GB,0.5,118.0335,0.46,108.5909,Usage,OnDemand,USD,Platform,Shared-Observability,production,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""production"",""team"":""Platform""}",False,valid
aws-2026-04-16-111111111111-05-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,111111111111,production-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-1111-05-02,234.1285,GB,0.5,117.0642,0.46,107.6991,Usage,OnDemand,USD,Platform,Shared-Observability,production,CC-SHARED,"{""application"":""Shared-Observability"",""cost_center"":""CC-SHARED"",""environment"":""production"",""team"":""Platform""}",False,valid
aws-2026-04-16-222222222222-01-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-2222-01-01,399.1179,Hrs,0.096,38.3153,0.084,33.5259,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-01-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Elastic Compute Cloud - Compute,BoxUsage:m5.large,RunInstances,us-east-1,i-2222-01-02,394.1771,Hrs,0.096,37.841,0.084,33.1109,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-02-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-2222-02-01,91.6527,GB-Mo,0.023,2.108,0.0215,1.9705,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-02-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Simple Storage Service,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-2222-02-02,85.2697,GB-Mo,0.023,1.9612,0.0215,1.8333,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-03-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-2222-03-01,83.7345,Hrs,0.192,16.077,0.17,14.2349,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-03-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,Amazon Relational Database Service,InstanceUsage:db.m5.large,CreateDBInstance,us-east-1,db-2222-03-02,92.007,Hrs,0.192,17.6653,0.17,15.6412,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-04-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-2222-04-01,1674049.5461,GB-Seconds,1.66667e-05,27.9009,1.55e-05,25.9478,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-04-02,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,AWS Lambda,Lambda-GB-Second,Invoke,us-east-1,function-2222-04-02,1642941.1523,GB-Seconds,1.66667e-05,27.3824,1.55e-05,25.4656,Usage,OnDemand,USD,Data,Analytics,development,CC-2001,"{""application"":""Analytics"",""cost_center"":""CC-2001"",""environment"":""development"",""team"":""Data""}",False,valid
aws-2026-04-16-222222222222-05-01,2026-04-01,2026-05-01,2026-04-16T00:00:00+00:00,2026-04-17T00:00:00+00:00,999999999999,222222222222,development-account,AmazonCloudWatch,DataProcessing-Bytes,PutLogEvents,us-east-1,log-group-2222-05-01,81.8902,GB,0.5,40.9451,0.46,37.6695,Usage,OnDemand,USD,,,,,{},False,untagged
